iter	Passed	Remaining
409	88071	126736
410	88293	126532
411	88517	126330
412	88734	126118
413	88947	125901
414	89164	125689
415	89398	125501
416	89618	125293
417	89836	125082
418	90048	124863
419	90271	124660
420	90494	124456
421	90714	124249
422	90932	124037
423	91146	123821
424	91366	123613
425	91609	123435
426	91826	123224
427	92040	123007
428	92257	122795
429	92484	122595
430	92701	122383
431	92919	122172
432	93135	121958
433	93358	121753
434	93589	121558
435	93805	121345
436	94032	121144
437	94248	120931
438	94470	120724
439	94687	120511
440	94897	120289
441	95113	120075
442	95330	119862
443	95557	119662
444	95776	119451
445	95993	119238
446	96213	119029
447	96434	118820
448	96653	118610
449	96869	118395
450	97082	118177
451	97306	117973
452	97527	117764
453	97749	117558
454	97966	117344
455	98186	117134
456	98402	116920
457	98632	116722
458	98853	116513
459	99075	116305
460	99303	116105
461	99521	115892
462	99764	115709
463	100002	115519
464	100306	115406
465	100604	115284
466	100845	115097
467	101087	114911
468	101324	114719
469	101560	114525
470	101785	114319
471	101996	114097
472	102221	113892
473	102448	113687
474	102681	113489
475	102908	113286
476	103127	113072
477	103350	112863
478	103573	112654
479	103800	112450
480	104012	112229
481	104239	112024
482	104467	111821
483	104703	111626
484	104923	111413
485	105146	111204
486	105370	110995
487	105601	110795
488	105827	110588
489	106049	110378
490	106266	110162
491	106519	109983
492	106764	109796
493	106982	109581
494	107205	109371
495	107429	109162
496	107649	108949
497	107871	108738
498	108130	108563
499	108394	108394
500	108632	108198
501	108852	107984
502	109071	107770
503	109297	107562
504	109520	107351
505	109753	107150
506	109980	106943
507	110200	106729
508	110422	106517
509	110643	106304
510	110856	106083
511	111074	105867
512	111292	105652
513	111519	105444
514	111744	105235
515	111969	105025
516	112190	104812
517	112408	104596
518	112626	104380
519	112843	104163
520	113068	103953
521	113301	103751
522	113534	103548
523	113764	103343
524	113992	103135
525	114225	102933
526	114462	102733
527	114691	102527
528	114904	102305
529	115118	102086
530	115332	101865
531	115553	101652
532	115778	101441
533	115993	101223
534	116210	101004
535	116429	100789
536	116649	100574
537	116873	100363
538	117091	100146
539	117313	99933
540	117534	99719
541	117753	99504
542	117967	99284
543	118185	99067
544	118411	98857
545	118622	98634
546	118838	98416
547	119065	98207
548	119285	97991
549	119506	97778
550	119720	97558
551	119940	97342
552	120159	97126
553	120377	96910
554	120594	96692
555	120814	96477
556	121034	96262
557	121250	96044
558	121476	95834
559	121697	95619
560	121911	95399
561	122126	95180
562	122351	94968
563	122568	94751
564	122787	94535
565	123001	94315
566	123219	94099
567	123441	93884
568	123673	93678
569	123903	93470
570	124117	93250
571	124332	93031
572	124550	92815
573	124767	92597
574	124983	92379
575	125201	92162
576	125418	91944
577	125641	91731
578	125859	91514
579	126074	91295
580	126300	91083
581	126516	90865
582	126742	90654
583	126955	90433
584	127168	90213
585	127392	90000
586	127609	89782
587	127826	89565
588	128044	89348
589	128261	89130
590	128486	88918
591	128704	88702
592	128922	88484
593	129138	88266
594	129362	88053
595	129584	87839
596	129802	87622
597	130019	87404
598	130229	87182
599	130453	86969
600	130672	86752
601	130892	86536
602	131114	86322
603	131324	86100
604	131571	85901
605	131790	85685
606	132009	85469
607	132229	85253
608	132455	85041
609	132675	84825
610	132898	84611
611	133116	84393
612	133338	84179
613	133558	83963
614	133775	83745
615	133994	83529
616	134225	83320
617	134460	83113
618	134692	82904
619	134921	82694
620	135149	82482
621	135374	82269
622	135606	82060
623	135822	81841
624	136039	81623
625	136252	81403
626	136475	81189
627	136699	80974
628	136917	80757
629	137133	80538
630	137358	80325
631	137585	80113
632	137820	79905
633	138042	79690
634	138262	79473
635	138483	79257
636	138703	79041
637	138925	78825
638	139151	78612
639	139372	78397
640	139590	78179
641	139807	77961
642	140023	77742
643	140239	77523
644	140453	77303
645	140674	77087
646	140892	76870
647	141106	76650
648	141328	76435
649	141541	76214
650	141757	75995
651	141971	75776
652	142189	75558
653	142420	75347
654	142659	75141
655	142899	74935
656	143115	74716
657	143335	74499
658	143555	74282
659	143764	74060
660	143982	73842
661	144204	73627
662	144427	73411
663	144661	73202
664	144889	72989
665	145121	72778
666	145354	72568
667	145587	72357
668	145812	72143
669	146020	71920
670	146244	71705
671	146463	71488
672	146677	71268
673	146895	71050
674	147115	70833
675	147337	70617
676	147549	70396
677	147761	70175
678	147973	69954
679	148191	69736
680	148408	69518
681	148627	69301
682	148842	69082
683	149054	68861
684	149268	68641
685	149493	68426
686	149711	68209
687	149923	67988
688	150141	67770
689	150362	67554
690	150576	67334
691	150790	67114
692	151007	66896
693	151218	66675
694	151443	66460
695	151655	66240
696	151867	66019
697	152083	65801
698	152298	65582
699	152515	65363
700	152731	65144
701	152946	64926
702	153165	64708
703	153420	64506
704	153643	64290
705	153857	64070
706	154075	63853
707	154301	63638
708	154523	63422
709	154734	63201
710	154954	62984
711	155173	62766
712	155389	62548
713	155608	62330
714	155823	62111
715	156039	61892
716	156256	61674
717	156481	61459
718	156701	61242
719	156926	61027
720	157155	60813
721	157389	60601
722	157619	60388
723	157848	60174
724	158075	59959
725	158306	59746
726	158525	59528
727	158737	59308
728	158951	59088
729	159170	58871
730	159394	58655
731	159617	58439
732	159831	58219
733	160045	58000
734	160267	57783
735	160487	57566
736	160704	57347
737	160920	57128
738	161139	56911
739	161359	56693
740	161576	56475
741	161788	56255
742	162010	56038
743	162221	55818
744	162548	55637
745	162757	55415
746	162980	55199
747	163197	54981
748	163424	54765
749	163637	54545
750	163859	54328
751	164074	54109
752	164296	53892
753	164513	53674
754	164728	53454
755	164945	53236
756	165161	53017
757	165380	52799
758	165597	52581
759	165811	52361
760	166025	52142
761	166245	51924
762	166465	51706
763	166676	51486
764	166892	51267
765	167110	51049
766	167341	50835
767	167557	50616
768	167782	50400
769	168014	50186
770	168259	49975
771	168512	49768
772	168754	49556
773	168968	49337
774	169193	49120
775	169416	48903
776	169633	48684
777	169847	48465
778	170065	48247
779	170283	48028
780	170501	47810
781	170716	47591
782	170934	47372
783	171152	47154
784	171370	46935
785	171584	46716
786	171797	46496
787	172017	46278
788	172230	46058
789	172457	45843
790	172685	45627
791	172917	45412
792	173145	45196
793	173378	44982
794	173610	44767
795	173839	44551
796	174066	44335
797	174300	44121
798	174567	43915
799	174834	43708
800	175064	43492
801	175281	43273
802	175497	43054
803	175707	42834
804	175921	42614
805	176136	42395
806	176364	42178
807	176582	41960
808	176793	41739
809	177011	41521
810	177231	41302
811	177450	41084
812	177664	40865
813	177878	40645
814	178097	40427
815	178319	40209
816	178540	39991
817	178760	39773
818	178977	39554
819	179194	39335
820	179413	39116
821	179630	38898
822	179845	38678
823	180059	38459
824	180277	38240
825	180500	38023
826	180715	37803
827	180931	37584
828	181150	37366
829	181369	37147
830	181587	36929
831	181796	36708
832	182011	36489
833	182231	36271
834	182449	36052
835	182664	35833
836	182897	35618
837	183175	35411
838	183447	35202
839	183665	34983
840	183896	34767
841	184169	34559
842	184404	34343
843	184621	34124
844	184833	33904
845	185053	33685
846	185299	33472
847	185512	33252
848	185728	33033
849	185944	32813
850	186166	32595
851	186391	32377
852	186609	32158
853	186822	31939
854	187042	31720
855	187261	31501
856	187483	31283
857	187702	31065
858	187918	30845
859	188137	30626
860	188359	30408
861	188577	30189
862	188787	29969
863	189005	29750
864	189222	29531
865	189445	29313
866	189663	29094
867	189880	28875
868	190099	28657
869	190318	28438
870	190548	28221
871	190773	28003
872	191004	27786
873	191243	27570
874	191478	27354
875	191706	27136
876	191928	26918
877	192146	26699
878	192370	26481
879	192590	26262
880	192803	26042
881	193020	25823
882	193239	25604
883	193455	25385
884	193671	25166
885	193884	24946
886	194107	24728
887	194333	24510
888	194554	24291
889	194764	24071
890	194984	23853
891	195203	23634
892	195421	23415
893	195633	23195
894	195855	22977
895	196071	22758
896	196291	22539
897	196511	22320
898	196727	22101
899	196944	21882
900	197165	21664
901	197385	21445
902	197614	21227
903	197851	21010
904	198074	20792
905	198295	20573
906	198509	20354
907	198723	20134
908	198939	19915
909	199158	19697
910	199376	19478
911	199595	19259
912	199808	19039
913	200017	18820
914	200256	18603
915	200478	18384
916	200696	18165
917	200909	17946
918	201132	17727
919	201366	17510
920	201591	17291
921	201823	17073
922	202053	16856
923	202285	16638
924	202499	16418
925	202714	16199
926	202933	15980
927	203157	15762
928	203370	15542
929	203583	15323
930	203803	15104
931	204018	14885
932	204242	14666
933	204466	14448
934	204685	14229
935	204909	14010
936	205129	13792
937	205352	13573
938	205565	13354
939	205775	13134
940	205996	12915
941	206223	12697
942	206441	12478
943	206655	12259
944	206872	12040
945	207088	11821
946	207309	11602
947	207528	11383
948	207741	11164
949	207951	10944
950	208171	10725
951	208390	10507
952	208605	10287
953	208816	10068
954	209034	9849
955	209254	9630
956	209470	9411
957	209688	9193
958	209903	8973
959	210115	8754
960	210334	8535
961	210550	8316
962	210766	8097
963	210993	7879
964	211227	7661
965	211458	7442
966	211688	7224
967	211916	7005
968	212142	6786
969	212366	6568
970	212580	6348
971	212801	6130
972	213097	5913
973	213355	5695
974	213583	5476
975	213821	5257
976	214040	5038
977	214260	4819
978	214479	4600
979	214694	4381
980	214910	4162
981	215138	3943
982	215355	3724
983	215568	3505
984	215785	3286
985	216001	3066
986	216221	2847
987	216436	2628
988	216651	2409
989	216868	2190
990	217087	1971
991	217304	1752
992	217518	1533
993	217736	1314
994	217952	1095
995	218177	876
996	218397	657
997	218610	438
998	218824	219
999	219045	0
