iter	Accuracy	Logloss
70	0.8792756539	0.2945640753
71	0.8853118712	0.2939775545
72	0.8873239437	0.2930166208
73	0.8873239437	0.2921602358
74	0.8873239437	0.291998128
75	0.8873239437	0.2901333772
76	0.8913480885	0.2895184815
77	0.893360161	0.2879068222
78	0.8913480885	0.2872021266
79	0.893360161	0.2861305724
80	0.893360161	0.2857190321
81	0.893360161	0.2855685394
82	0.8953722334	0.2840857444
83	0.8953722334	0.2827860299
84	0.8953722334	0.2820766936
85	0.8893360161	0.2807302677
86	0.8913480885	0.279560611
87	0.8953722334	0.2780748234
88	0.8973843058	0.2764611557
89	0.8973843058	0.2753253843
90	0.8993963783	0.2741456521
91	0.8993963783	0.2738519269
92	0.8993963783	0.2733252684
93	0.8973843058	0.2727260076
94	0.8973843058	0.2720956325
95	0.8973843058	0.2714518395
96	0.8953722334	0.2707669576
97	0.8953722334	0.2691700283
98	0.8953722334	0.267922075
99	0.893360161	0.2673302084
100	0.8993963783	0.2650114378
101	0.9014084507	0.2646281551
102	0.8993963783	0.2639082899
103	0.8993963783	0.2636910115
104	0.8993963783	0.2619373984
105	0.8973843058	0.2612736922
106	0.9014084507	0.260015939
107	0.9034205231	0.2590908195
108	0.9034205231	0.2588246708
109	0.9034205231	0.2583672616
110	0.9034205231	0.2578299599
111	0.9034205231	0.25761872751112	0.9034205231	0.25707808181113	0.9054325956	0.25634802371114	0.9054325956	0.25536244111115	0.907444668	0.254393255
116	0.907444668	0.2542834091
117	0.9054325956	0.25351841791118	0.9054325956	0.25293661041119	0.9054325956	0.25275860451120	0.907444668	0.2516705548
121	0.9094567404	0.2509708048
122	0.907444668	0.2497969707
123	0.9094567404	0.2490614459
124	0.907444668	0.2488162704
125	0.907444668	0.2485253808
126	0.9094567404	0.248016216
127	0.9114688129	0.247359073
128	0.9114688129	0.2470405014
129	0.9114688129	0.2461693843
130	0.9114688129	0.2460404811
131	0.9094567404	0.2449436937
132	0.9114688129	0.2443051702
133	0.9114688129	0.2440224731
134	0.9114688129	0.2430857264
135	0.9114688129	0.2428812661
136	0.9114688129	0.2418403446
137	0.9114688129	0.2406079805
138	0.9114688129	0.2404155357
139	0.9154929577	0.2399183816
140	0.9114688129	0.2395730886
141	0.9134808853	0.238598386
142	0.9134808853	0.2384064632
143	0.9134808853	0.2382046567
144	0.9114688129	0.2379361584
145	0.9134808853	0.2369720451
146	0.9114688129	0.2355085974
147	0.9094567404	0.2341901702
148	0.9114688129	0.2330715445
149	0.9114688129	0.2324850471
150	0.9114688129	0.2316172565
151	0.9154929577	0.2305226667
152	0.9154929577	0.2297796909
153	0.9175050302	0.2284324003
154	0.9154929577	0.2275970546
155	0.9154929577	0.2270424434
156	0.9154929577	0.2261011365
157	0.9175050302	0.225723214
158	0.9175050302	0.2247060419
159	0.9175050302	0.224621474
160	0.9215291751	0.2227387556
161	0.9215291751	0.2226386861
162	0.9215291751	0.2220332999
163	0.9235412475	0.221777201
164	0.9215291751	0.2209902369
165	0.9215291751	0.2200784865
166	0.9235412475	0.2196546332
167	0.9255533199	0.218720235
168	0.9255533199	0.2182704611
169	0.9255533199	0.2176744426
170	0.9255533199	0.2172340012
171	0.9255533199	0.2165127733
172	0.9255533199	0.2165099243
173	0.9255533199	0.2153544517
174	0.9275653924	0.2140850464
175	0.9315895372	0.2130716905
176	0.9315895372	0.212681649
177	0.9336016097	0.2121622003
178	0.9336016097	0.2117431086
179	0.9356136821	0.2105382585
180	0.9356136821	0.2101316929
181	0.9356136821	0.2090691306
182	0.9356136821	0.2085330703
183	0.9356136821	0.2080890427
184	0.9356136821	0.207904996
185	0.9356136821	0.2076438397
186	0.9356136821	0.2068191482
187	0.9356136821	0.2066048798
188	0.9356136821	0.2062125612
189	0.9356136821	0.2060279723
190	0.9356136821	0.2054857572
191	0.9356136821	0.205305367
192	0.9376257545	0.2044885994
193	0.9356136821	0.2038495023
194	0.9356136821	0.2032616493
195	0.9376257545	0.2026065549
196	0.9376257545	0.202404602
197	0.9376257545	0.2016818042
198	0.9376257545	0.2006225334
199	0.939637827	0.200025267
200	0.939637827	0.1994703262
201	0.9416498994	0.1984786604
202	0.9416498994	0.1976936212
203	0.9416498994	0.19728808592204	0.939637827	0.19651043992205	0.9416498994	0.19566093720206	0.9436619718	0.1948572207	207	0.9436619718	0.1946604208	208	0.9436619718	0.1943462209	209	0.9436619718	0.1933660210	210	0.9436619718	0.1929419211	211	0.9436619718	0.1927502212	212	0.9416498994	0.191926213	0213	0.9456740443	0.190929214	0214	0.9476861167	0.190263215	0215	0.9456740443	0.189520216	0216	0.9476861167	0.188295217	0217	0.9476861167	0.188227218	0218	0.9476861167	0.187821219	0219	0.9476861167	0.187299220	0220	0.9476861167	0.18696221	0.221	0.9476861167	0.18599222	0.222	0.9476861167	0.18555223	0.223	0.9476861167	0.18490224	0224	0.9496981891	0.184177225	0225	0.9496981891	0.18332226	0.226	0.9496981891	0.18232227	0.227	0.9476861167	0.18206228	0.228	0.9496981891	0.18163229	0.229	0.9496981891	0.18137230	0230	0.9496981891	0.180921231	0231	0.9496981891	0.180775232	0232	0.9517102616	0.180501233	0233	0.9517102616	0.180147234	0234	0.9517102616	0.179843235	0235	0.9517102616	0.179338236	236	0.9517102616	0.1789647237	237	0.9517102616	0.1782430238	238	0.9517102616	0.1780735239	239	0.9496981891	0.17754240	0.240	0.9476861167	0.17710241	0.241	0.9476861167	0.17655242	0.242	0.9517102616	0.17622243	0.243	0.9496981891	0.17572244	0.244	0.9557344064	0.17455245	0.245	0.9577464789	0.17330246	0.246	0.9577464789	0.17315247	0.247	0.9577464789	0.17285248	0.248	0.9577464789	0.1718249	0.9249	0.9577464789	0.1714250	0.9250	0.9577464789	0.1712251	0.9251	0.9577464789	0.1708252	0.9252	0.9577464789	0.1706253	0.9253	0.9577464789	0.1703254	0.254	0.9577464789	0.1701255	0.9255	0.9577464789	0.1689256	0.256	0.9577464789	0.16834257	0.257	0.9577464789	0.16818258	0.258	0.9577464789	0.1677259	0.9259	0.9577464789	0.1674260	0.9260	0.9577464789	0.166261	0.9261	0.9597585513	0.1661262	0.9262	0.9597585513	0.1660263	0.9263	0.9597585513	0.1651264	0.9264	0.9617706237	0.1648265	0.265	0.9617706237	0.16476266	0.266	0.9617706237	0.16426267	0.267	0.9637826962	0.16335268	0.268	0.9637826962	0.16292269	0.269	0.9637826962	0.16188270	0.270	0.9637826962	0.16150271	0.271	0.9637826962	0.16101272	0.272	0.9637826962	0.15970273	0.273	0.9637826962	0.15939274	0.274	0.9637826962	0.15917275	0.275	0.9657947686	0.15792276	0.276	0.9657947686	0.15750277	0.277	0.9657947686	0.15745278	0.278	0.9657947686	0.15700279	0.279	0.9657947686	0.15677280	0.280	0.9657947686	0.15634281	0.281	0.9657947686	0.15579282	0.282	0.9657947686	0.15547283	0283	0.9657947686	0.154999284	0284	0.9657947686	0.154396285	0285	0.9698189135	0.153396286	0286	0.9698189135	0.152491287	0287	0.9698189135	0.151934288	0288	0.9698189135	0.151428289	0289	0.9698189135	0.150641290	0290	0.9698189135	0.150409291	291	0.9698189135	0.1497655292	292	0.9698189135	0.1491337293	293	0.9698189135	0.148886294	0294	0.9698189135	0.148450295	0295	0.9698189135	0.147643296	0296	0.9698189135	0.146966297	0297	0.9698189135	0.146820298	0298	0.9698189135	0.146446299	0299	0.9718309859	0.146126300	300	0.9718309859	0.1456831301	301	0.9718309859	0.1454564302302	0.9718309859	0.14536298303303	0.9718309859	0.144982963304	0.9718309859	0.14428100753305	0.9738430584	0.14393654953306	0.9738430584	0.14383934093307	0.9718309859	0.14356477
308	0.9738430584	0.1433930287
309	0.9738430584	0.1428565248
310	0.9738430584	0.1424118731
311	0.9738430584	0.1417105431
312	0.9738430584	0.1413591469
313	0.9738430584	0.14058047273314	0.9738430584	0.14040196843315	0.9738430584	0.13996268273316	0.9738430584	0.13971160713317	0.9738430584	0.13937708923318	0.9738430584	0.13905495453319	0.9738430584	0.13867954933320	0.9738430584	0.13825008833321	0.9738430584	0.13777169033322	0.9738430584	0.13739192913323	0.9738430584	0.13699062473324	0.9738430584	0.13656430733325	0.9738430584	0.13570520383326	0.9738430584	0.13555992583327	0.9738430584	0.13534073973328	0.9738430584	0.13434173693329	0.9738430584	0.1339099073330	0.9738430584	0.13382490983331	0.9738430584	0.13373154333332	0.9738430584	0.13295149833333	0.9738430584	0.13242079233334	0.9738430584	0.13186553133335	0.9738430584	0.13166477433336	0.9758551308	0.13107668033337	0.9758551308	0.13075425733338	0.9778672032	0.13050817933339	0.9778672032	0.13035938534340	0.9798792757	0.13001693534341	0.9798792757	0.1294743342	342	0.9778672032	0.1290766343	343	0.9798792757	0.1283536344	344	0.9798792757	0.1277710345	345	0.9798792757	0.1268372346	346	0.9798792757	0.1261252347	347	0.9818913481	0.1259120348	348	0.9798792757	0.1255965349	349	0.9798792757	0.1252212350	350	0.9798792757	0.1249482351	351	0.9798792757	0.1244760352	352	0.9818913481	0.1241326353	353	0.9818913481	0.1238178354	354	0.9818913481	0.123565355	0355	0.9818913481	0.123314356	0356	0.9818913481	0.123139357	0357	0.9818913481	0.122866358	0358	0.9818913481	0.122646359	0359	0.9818913481	0.121747360	0360	0.9818913481	0.12145361	0.361	0.9818913481	0.12130362	0.362	0.9818913481	0.12123363	0.363	0.9798792757	0.12095364	0.364	0.9818913481	0.12014365	0.365	0.9818913481	0.11997366	0.366	0.9818913481	0.11961367	0.367	0.9839034205	0.11927368	0.368	0.9839034205	0.11861369	0.369	0.9839034205	0.1183370	0.9370	0.9839034205	0.1180371	0371	0.9839034205	0.117729372	0372	0.9839034205	0.11738373	0.373	0.9839034205	0.11710374	0374	0.9839034205	0.11672375	0.375	0.9839034205	0.11662376	0.376	0.9839034205	0.11634377	0.377	0.9839034205	0.11622378	0.378	0.9839034205	0.11592379	0.379	0.9818913481	0.11537380	0.380	0.9818913481	0.11500381	0.381	0.9818913481	0.11464382	0.382	0.9818913481	0.11446383	0.383	0.9818913481	0.11430384	0.384	0.9839034205	0.11372385	0.385	0.9839034205	0.11329386	0386	0.9839034205	0.113189387	0387	0.9839034205	0.112983388	0388	0.9839034205	0.11283389	0.389	0.9839034205	0.11223390	0.390	0.9839034205	0.11139391	0.391	0.9839034205	0.11392392	0.392	0.985915493	0.111393393	0393	0.985915493	0.111394	394	394	0.985915493	0.110395	0395395	0.9839034205	0.11396	0.396396	0.9839034205	0.10397	0.397397	0.9839034205	0.10398	0.398398	0.9839034205	0.10399	0.3399	0.9839034205	0.1088400	0.4400	0.9839034205	0.1085401	0.4401	0.9839034205	0.1083402	0.4402	0.9839034205	0.1082403	0.4403	0.9839034205	0.1080404	0.4404	0.9839034205	0.1078405	0.4405	0.9839034205	0.1075406	406406	0.9839034205	0.1070407	407407	0.9839034205	0.1066408408	408	0.985915493	0.10632409409409	0.985915493	0.10622941041410	0.985915493	0.106020411	4411	0.985915493	0.1059166412	412	0.985915493	0.10587463413413	0.985915493	0.10572479741414	0.985915493	0.10547789974415	0.985915493	0.1053779237
416	0.985915493	0.1050641501
417	0.985915493	0.1048953202
418	0.985915493	0.1046963986
419	0.985915493	0.1043558139
420	0.985915493	0.1042933049
421	0.985915493	0.104053846
422	0.985915493	0.1038205457
423	0.985915493	0.1037306327
424	0.985915493	0.103521785
425	0.985915493	0.1030855253
426	0.985915493	0.1028255636
427	0.985915493	0.1025444023
428	0.985915493	0.101978819
429	0.985915493	0.1016350149
430	0.985915493	0.1016199119
431	0.985915493	0.1014928695
432	0.985915493	0.1013519139
433	0.985915493	0.1010503311
434	0.985915493	0.1007761476
435	0.985915493	0.1005452175
436	0.985915493	0.1004847854
437	0.985915493	0.1002458822
438	0.985915493	0.1000692886
439	0.985915493	0.1000117403
440	0.9879275654	0.09965314316
441	0.9879275654	0.09933358574
442	0.9879275654	0.0989615595
443	0.9879275654	0.09869727313
444	0.9879275654	0.09848986164
445	0.9879275654	0.09834323175
446	0.9879275654	0.09831548505
447	0.9879275654	0.0980480203
448	0.9879275654	0.0979485604
449	0.9879275654	0.09769106896
450	0.9879275654	0.09755362894
451	0.9879275654	0.09727734174
452	0.9879275654	0.09698636929
453	0.9879275654	0.09677139058
454	0.9879275654	0.09666661062
455	0.9899396378	0.09659042926
456	0.9899396378	0.09619111679
457	0.9899396378	0.09604928635
458	0.9899396378	0.0959241996
459	0.9899396378	0.09563468182
460	0.9899396378	0.09553723672
461	0.9899396378	0.09541083674
462	0.9899396378	0.09526491547
463	0.9899396378	0.09497245542
464	0.9899396378	0.09467499996
465	0.9899396378	0.09459449769
466	0.9899396378	0.094489740046467	0.9899396378	0.09411713468	468	0.9899396378	0.0937198469	0469	0.9899396378	0.093469470	0.470	0.9899396378	0.09326471	0.9471	0.9899396378	0.0929472	0.9472	0.9899396378	0.09267473	0.9473	0.9899396378	0.0924474	474	0.9899396378	0.09225828475	475	0.9899396378	0.09213943476	476	0.9899396378	0.09205760477	477	0.9899396378	0.09178404478	478	0.9899396378	0.09161919479	479	0.9899396378	0.0915662480	0480	0.9899396378	0.0914333481	0481	0.9899396378	0.0906834482	482	0.9899396378	0.09061746483483	0.9899396378	0.090271260484484	0.9899396378	0.090053925485485	0.9899396378	0.089922244486486	0.9899396378	0.08973478487	487	0.9899396378	0.08960350488	488	0.9899396378	0.0894690489	0489	0.9899396378	0.0892996490	0490	0.9899396378	0.0891749491	0491	0.9919517103	0.0890168492	0492	0.9919517103	0.0888111493	0493	0.9919517103	0.0884246494	0494	0.9919517103	0.0881964495	0495	0.9919517103	0.0880700496	0496	0.9919517103	0.0878995497	0497	0.9919517103	0.0878397498	0498	0.9919517103	0.0876868499	0499	0.9919517103	0.0872486500	0500	0.9919517103	0.0872009501	0501	0.9919517103	0.0870415502	0502	0.9919517103	0.0867358503	0503	0.9919517103	0.0866001504	0504	0.9919517103	0.0864689505	0505	0.9919517103	0.0861818506	0506	0.9919517103	0.0860142507	0507	0.9919517103	0.0857500508	0508	0.9939637827	0.0855563509	0509	0.9939637827	0.0854827510	0510	0.9939637827	0.0854022511	0511	0.9939637827	0.0851574512	0512	0.9939637827	0.0849958513	0513	0.9939637827	0.084855514	0.514	0.9939637827	0.084711515	0.515	0.9939637827	0.084633516	0.516	0.9939637827	0.084478517	0.517	0.9939637827	0.084448518	0.518	0.9939637827	0.084234519	0.519	0.9939637827	0.084169520	0.520	0.9939637827	0.083620521	0.521	0.9939637827	0.083563522	522	0.9939637827	0.08316086523523	0.9939637827	0.083032359524524	0.9939637827	0.082964027525525	0.9939637827	0.082786771526526	0.9939637827	0.08261893527	527	0.9939637827	0.08254763528	528	0.9939637827	0.08237027529	529	0.9939637827	0.08232630530530	0.9939637827	0.082050526531531	0.9939637827	0.081901708532532	0.9939637827	0.08181167533	533	0.9939637827	0.08135126534	534	0.9939637827	0.08113623535	535	0.9939637827	0.08097887536	536	0.9939637827	0.08095701537	537	0.9939637827	0.0807462538	0538	0.9939637827	0.0806914539	0539	0.9939637827	0.0805675540	0540	0.9939637827	0.080499541	0.541	0.9939637827	0.080294542	0.542	0.9939637827	0.080227543	0.543	0.9939637827	0.080161544	0.544	0.9939637827	0.080008545	0.545	0.9939637827	0.079822546	0.546	0.9939637827	0.079596547	0.547	0.9939637827	0.079418548	0.548	0.9939637827	0.079208549	0.549	0.9939637827	0.079128550	0.550	0.9939637827	0.078898551	0.551	0.9939637827	0.078824552	0.552	0.9939637827	0.078621553	0.553	0.9939637827	0.078500554	0.554	0.9939637827	0.078460555	0.555	0.9939637827	0.078333556	0.556	0.9939637827	0.078232557	0.557	0.9939637827	0.078092558	0.558	0.9939637827	0.077924559	0.559	0.9939637827	0.0779560	0.99560	0.9939637827	0.0778561	0.99561	0.9939637827	0.0777562	0.99562	0.9939637827	0.07563	0.9919563	0.9939637827	0.07564	0.991564	0.9939637827	0.07565	0.9919565	0.9939637827	0.07566	0.9919566	0.9939637827	0.07567	0.9919567	0.9939637827	0.07568	0.9919568	0.9939637827	0.07569	0.9919569	0.9939637827	0.07570	0.9919570	0.9939637827	0.07571	0.9919571	0.9939637827	0.07572	0.991572	0.9939637827	0.075573	0.9573	0.9939637827	0.07580574	0.9574	0.9939637827	0.07540575	0.9575	0.9939637827	0.07538576	0.9576	0.9939637827	0.07518577	0.9577	0.9939637827	0.07496578	0.9578	0.9939637827	0.07494579	0.9579	0.9939637827	0.07487580	0.9580	0.9939637827	0.07462581	0.581	0.9939637827	0.07435582	0.9582	0.9939637827	0.07429583	0.9583	0.9939637827	0.07421584	0.9584	0.9939637827	0.07398585	0.585	0.9939637827	0.073939586	0.586	0.9939637827	0.073664587	0.587	0.9939637827	0.073555588	0.588	0.9939637827	0.073368589	0.589	0.9939637827	0.073326590	0.590	0.9939637827	0.073211591	0.591	0.9939637827	0.073087592	0.592	0.9939637827	0.073054593	0.593	0.9939637827	0.072904594	0.594	0.9939637827	0.072713595	0.595	0.9939637827	0.072566596	0.596	0.9939637827	0.072543597	0.597	0.9939637827	0.072482598	0.598	0.9939637827	0.072283599	0.599	0.9939637827	0.072144600	0.600	0.9939637827	0.07192601	0.9601	0.9939637827	0.07175602	0.9602	0.9939637827	0.0715603	0.99603	0.9939637827	0.0714604	0.9604	0.9939637827	0.07140605	0.9605	0.9939637827	0.07134606	0.606	0.9939637827	0.071198607	0.607	0.9939637827	0.071110608	0.608	0.9939637827	0.070918609	0.609	0.9939637827	0.070850610	0.610	0.9939637827	0.070824611	0.611	0.9939637827	0.070621612	0.612	0.9939637827	0.070320613	0.613	0.9939637827	0.070073614	0.614	0.9939637827	0.070001615	0.615	0.9939637827	0.069961616	0.616	0.9939637827	0.069859617	0.617	0.9939637827	0.06983618	0.9618	0.9959758551	0.06966619	0.9619	0.9959758551	0.06962620	0.9620	0.9959758551	0.06938621	0.9621	0.9959758551	0.06923622	0.9622	0.9959758551	0.06921623	0.9623	0.9959758551	0.06901624	0.9624	0.9959758551	0.06890625	0.9625	0.9959758551	0.06863626	0.9626	0.9959758551	0.06859627	0.9627	0.9959758551	0.06847628	0.9628	0.9959758551	0.06841629	0.9629	0.9959758551	0.06809630	0.9630	0.9959758551	0.06798631	0.9631	0.9959758551	0.06768632	0.9632	0.9959758551	0.0676633	0.99633	0.9959758551	0.067634	0.991634	0.9959758551	0.067635	0.991635	0.9959758551	0.067636	0.991636	0.9959758551	0.067637	0.991637	0.9959758551	0.067638	0.991638	0.9959758551	0.067639	0.991639	0.9959758551	0.066640	0.991640	0.9959758551	0.066641	0.991641	0.9959758551	0.066642	0.991642	0.9959758551	0.066643	0.991643	0.9959758551	0.066644	0.99644	0.9959758551	0.0666645	0.99645	0.9959758551	0.0665646	0.99646	0.9959758551	0.0664647	0.99647	0.9959758551	0.0664648	0.99648	0.9959758551	0.0663649	0.99649	0.9959758551	0.0662650	0.9650	0.9959758551	0.06605651	0.9651	0.9959758551	0.06593652	0.9652	0.9959758551	0.06582653	0.9653	0.9959758551	0.06576654	0.9654	0.9959758551	0.06565655	0.9655	0.9959758551	0.06541656	0.9656	0.9959758551	0.06521657	0.9657	0.9959758551	0.06510658	0.9658	0.9959758551	0.06496659	0.9659	0.9959758551	0.06489660	0.9660	0.9959758551	0.06470661	0.661	0.9959758551	0.064619662	0.662	0.9959758551	0.064441663	0.663	0.9959758551	0.064340664	0.664	0.9959758551	0.064210665	0.665	0.9959758551	0.064123666	0.666	0.9959758551	0.064006667	0.667	0.9959758551	0.063875668	0.668	0.9959758551	0.063778669	0.669	0.9959758551	0.063631670	0.670	0.9959758551	0.063477671	0.671	0.9959758551	0.063341672	0.672	0.9959758551	0.063243673	0.673	0.9959758551	0.063097674	0.674	0.9959758551	0.062923675	0.675	0.9959758551	0.062880676	06676	0.9959758551	0.062860677	67677	0.9959758551	0.062661678678678	0.9959758551	0.06233067679	679	0.9959758551	0.0622168680	0680	0.9959758551	0.062136681	0.681	0.9959758551	0.06203682	0.9682	0.9959758551	0.061683	0.997683	0.9959758551	0.06684	0.9979684	0.9959758551	0.0685	0.99798685	0.9959758551	0.686	0.997983686	0.9959758551	0687	0.9979838687	0.9959758551	688	0.9979838688	0.9959758551	689	0.99798387689	0.9959758551690	0.997983871690	0.995975855691	0.997983871691	0.995975855692	0.997983871	692	0.99597585693	0.997983871	0693	0.9959758694	0.997983871	0.694	0.995975695	0.997983871	0.0695	0.99597696	0.997983871	0.05696	0.9959697	0.997983871	0.053697	0.995698	0.997983871	0.053698	0.995699	0.997983871	0.0531699	0.9700	0.997983871	0.052961700	0.701	0.997983871	0.0528089701	0702	0.997983871	0.0527470702	0703	0.997983871	0.05269371703	704	0.997983871	0.052508766704705	0.997983871	0.052444716370706	0.997983871	0.052326526177707	0.997983871	0.05221443332
708	0.997983871	0.0520978242
709	0.997983871	0.05205859154
710	0.997983871	0.05200190931
711	0.997983871	0.05196581223
712	0.997983871	0.05185672972
713	0.997983871	0.0517888421
714	0.997983871	0.05172255841
715	0.997983871	0.05163048874
716	0.997983871	0.05149120173
717	0.997983871	0.05138850203
718	0.997983871	0.05121223944
719	0.997983871	0.05116853498
720	0.997983871	0.05110898808
721	0.997983871	0.0509847662
722	0.997983871	0.05082690784
723	0.997983871	0.05075415161
724	0.997983871	0.05067831214
725	0.997983871	0.05043829089
726	0.997983871	0.05040657135
727	0.997983871	0.05030738587
728	0.997983871	0.05026097248
729	0.997983871	0.05019530805
730	0.997983871	0.05012863681
731	0.997983871	0.05008225675
732	0.997983871	0.04988636895
733	0.997983871	0.04978822277
734	0.997983871	0.04974103885
735	0.997983871	0.04960200645
736	0.997983871	0.04953927665
737	0.997983871	0.04951704984
738	0.997983871	0.04942467763
739	0.997983871	0.04934764061
740	0.997983871	0.04929420935
741	0.997983871	0.04915408362
742	0.997983871	0.04910186714
743	0.997983871	0.0490046126
744	0.997983871	0.0489314244
745	1	0.04887738497
746	1	0.04879984457
747	1	0.04870244987
748	1	0.04865264175
749	1	0.04862072718
750	1	0.04855376705
751	1	0.04843205612
752	1	0.04834153956
753	1	0.0482349235
754	1	0.04808288707
755	1	0.04796588303
756	1	0.04792015846
757	1	0.04786432926
758	1	0.04778991002
759	1	0.04766001074
760	1	0.04751241915
761	1	0.04744843015
762	1	0.04734879215
763	1	0.04727380125
764	1	0.04716711088
765	1	0.04712816213
766	1	0.04711971659
767	1	0.04701877463
768	1	0.04694132217
769	1	0.04688052369
770	1	0.04681445462
771	1	0.04679201437
772	1	0.04674263942
773	1	0.04659162793
774	1	0.04652475445
775	1	0.0464047545
776	1	0.04632962763
777	1	0.04616689964
778	1	0.04603033996
779	1	0.04593563824
780	1	0.04590576509
781	1	0.0458516124
782	1	0.04581981841
783	1	0.04576071368
784	1	0.04572227419
785	1	0.04569171258
786	1	0.04567580718
787	1	0.04564842428
788	1	0.04558807951
789	1	0.04556533035
790	1	0.04534162052
791	1	0.04522980516
792	1	0.04506806139
793	1	0.04503345336
794	1	0.04488698452
795	1	0.04486041472
796	1	0.04482075639
797	1	0.04479094014
798	1	0.04468350202
799	1	0.04465591182
800	1	0.04458078093
801	1	0.0445416411
802	1	0.04450364898
803	1	0.04442903827
804	1	0.04432496127
805	1	0.04428084875
806	1	0.04423263242
807	1	0.04420723152
808	1	0.04410542495
809	1	0.04404561611
810	1	0.04399576285
811	1	0.04391597991
812	1	0.04381921595
813	1	0.04375221675
814	1	0.04368588865
815	1	0.04357014031
816	1	0.04334994159
817	1	0.04328007524
818	1	0.0432605517
819	1	0.04323717741
820	1	0.04310439839
821	1	0.04307764693
822	1	0.04306124007
823	1	0.04295202039
824	1	0.04285493893
825	1	0.04280436486
826	1	0.04273629832
827	1	0.04265372138
828	1	0.04257088242
829	1	0.04251797909
830	1	0.04240112975
831	1	0.0422917078
832	1	0.04218160127
833	1	0.04208882422
834	1	0.04202787928
835	1	0.0419958095
836	1	0.04193786694
837	1	0.04190164417
838	1	0.04188814312
839	1	0.0417982543
840	1	0.04176446309
841	1	0.04170496115
842	1	0.04158714974
843	1	0.04155365129
844	1	0.04147443786
845	1	0.04140933455
846	1	0.04135957561
847	1	0.04126634577
848	1	0.04116368598
849	1	0.04113008275
850	1	0.04110589888
851	1	0.04106262862
852	1	0.04098901481
853	1	0.04095135709
854	1	0.04091648422
855	1	0.04089326517
856	1	0.04082029557
857	1	0.04075169657
858	1	0.04060818062
859	1	0.04050214984
860	1	0.04045568845
861	1	0.04040255722
862	1	0.04036461821
863	1	0.0402934428
864	1	0.04026802279
865	1	0.04016197353
866	1	0.04011581653
867	1	0.03999528609
868	1	0.03997282028
869	1	0.03992212044
870	1	0.0398994631
871	1	0.03984050202
872	1	0.03979544178
873	1	0.03977238551
874	1	0.03971504453
875	1	0.03967637588
876	1	0.03964589171
877	1	0.03955592815
878	1	0.03948046076
879	1	0.03942116801
880	1	0.03939199585
881	1	0.03936609313
882	1	0.03934163319
883	1	0.03927095498
884	1	0.03920721872
885	1	0.03916048812
886	1	0.03912639335
887	1	0.03908722587
888	1	0.03904914898
889	1	0.03900820298
890	1	0.03892396092
891	1	0.03887100076
892	1	0.03882116595
893	1	0.0386709763
894	1	0.03862732172
895	1	0.038558939
896	1	0.0384834112
897	1	0.03841771761
898	1	0.0383781281
899	1	0.03826339958
900	1	0.03822571167
901	1	0.03821256488
902	1	0.03807262502
903	1	0.03803715305
904	1	0.03799217771
905	1	0.03794954441
906	1	0.03788810641
907	1	0.03787917635
908	1	0.03780536079
909	1	0.03778097885
910	1	0.03773168805
911	1	0.03770026872
912	1	0.03765222133
913	1	0.03762677709
914	1	0.03749986454
915	1	0.03741372242
916	1	0.03735866416
917	1	0.03729731253
918	1	0.03725826002
919	1	0.03724265679
920	1	0.03709724909
921	1	0.0370315001
922	1	0.03698500333
