iter	Accuracy	Logloss
106	0.9092741935	0.249501172
107	0.9092741935	0.2480664447
108	0.9092741935	0.2466604422
109	0.9092741935	0.2460912749
110	0.9092741935	0.2447099457
111	0.9072580645	0.2434555322
112	0.9072580645	0.2427632368
113	0.9072580645	0.2425186651
114	0.9072580645	0.2414112461
115	0.9072580645	0.2408006708
116	0.9092741935	0.2397185826
117	0.9092741935	0.2392892926
118	0.9112903226	0.2388046086
119	0.9112903226	0.2384592008
120	0.9092741935	0.2372259699
121	0.9092741935	0.2368687428
122	0.9092741935	0.2353793917
123	0.9092741935	0.2347939756
124	0.9092741935	0.233748917
125	0.9092741935	0.233140075
126	0.9112903226	0.2323923163
127	0.9112903226	0.2323143447
128	0.9112903226	0.232243269
129	0.9112903226	0.231795892
130	0.9112903226	0.2306550607
131	0.9112903226	0.2300625639
132	0.9112903226	0.2296428059
133	0.9112903226	0.2289667499
134	0.9133064516	0.2284206169
135	0.9133064516	0.2281524917
136	0.9133064516	0.2271702493
137	0.9133064516	0.2260114636
138	0.9112903226	0.2253447173
139	0.9112903226	0.2248673367
140	0.9133064516	0.223350888
141	0.9112903226	0.2232068786
142	0.9112903226	0.2223640694
143	0.9112903226	0.221062894
144	0.9153225806	0.2206479772
145	0.9153225806	0.220101097
146	0.9153225806	0.2200457133
147	0.9153225806	0.2195293372
148	0.9153225806	0.2193344435
149	0.9153225806	0.2187133571
150	0.9153225806	0.2185578781
151	0.9153225806	0.2180304745
152	0.9153225806	0.2175172812
153	0.9153225806	0.2174988195
154	0.9153225806	0.2172984286
155	0.9153225806	0.2170737205
156	0.9153225806	0.2160950852
157	0.9153225806	0.2156900859
158	0.9153225806	0.2152126413
159	0.9193548387	0.2148104604
160	0.9173387097	0.2144999774
161	0.9173387097	0.214193169
162	0.9213709677	0.2135290252
163	0.9233870968	0.2129430994
164	0.9233870968	0.2126747927
165	0.9233870968	0.2125325529
166	0.9233870968	0.2118111734
167	0.9233870968	0.2102015102
168	0.9233870968	0.2096696887
169	0.9233870968	0.2089274623
170	0.9233870968	0.2085436291
171	0.9233870968	0.2082147969
172	0.9233870968	0.2080087337
173	0.9254032258	0.20759445
174	0.9254032258	0.2067448367
175	0.9254032258	0.2063415475
176	0.9254032258	0.20582601
177	0.9274193548	0.2054514206
178	0.9274193548	0.2053521636
179	0.9274193548	0.2049897364
180	0.9274193548	0.2044060104
181	0.9274193548	0.2036006822
182	0.9294354839	0.2030472292
183	0.9294354839	0.2024726442
184	0.9314516129	0.2015520137
185	0.9314516129	0.2014498811
186	0.9314516129	0.2010131837
187	0.9314516129	0.2010047947
188	0.9314516129	0.200634815
189	0.9334677419	0.1996472033
190	0.9334677419	0.1995635121
191	0.9334677419	0.1992588966
192	0.9375	0.1987872832
193	0.939516129	0.1978136565
194	0.939516129	0.1972958641
195	0.939516129	0.1970963812
196	0.939516129	0.1966610272
197	0.939516129	0.1960497282
198	0.9375	0.1955497932
199	0.939516129	0.1952516608
200	0.939516129	0.1951386089
201	0.9375	0.1946277139
202	0.9375	0.1935383262
203	0.9375	0.192744689
204	0.9375	0.1926695525
205	0.9375	0.1923625707
206	0.9375	0.1921179436
207	0.9375	0.1918329141
208	0.9375	0.1912953488
209	0.939516129	0.1910785662
210	0.9375	0.1908865091
211	0.9375	0.1902470849
212	0.9375	0.1892189911
213	0.9375	0.1890234641
214	0.939516129	0.1887597507
215	0.9415322581	0.1882306455
216	0.9415322581	0.1876236683
217	0.9415322581	0.1871134351
218	0.9415322581	0.1858691826
219	0.9435483871	0.1855450174
220	0.9435483871	0.1848126555
221	0.9415322581	0.1841146872
222	0.9435483871	0.1834405382
223	0.9435483871	0.1830577079
224	0.9435483871	0.1823973218
225	0.9455645161	0.1814878535
226	0.9435483871	0.180945504
227	0.9455645161	0.1806388162
228	0.9455645161	0.1802415587
229	0.9455645161	0.1793989238
230	0.9455645161	0.1787876409
231	0.9455645161	0.1782265297
232	0.9475806452	0.177606117
233	0.9475806452	0.1774542511
234	0.9475806452	0.1769937105
235	0.9475806452	0.1766505852
236	0.9516129032	0.1761919084
237	0.9516129032	0.1755957247
238	0.9495967742	0.1753428512
239	0.9516129032	0.1744061353
240	0.9516129032	0.1741674511
241	0.9516129032	0.1732865736
242	0.9516129032	0.1716517505
243	0.9516129032	0.17092506
244	0.9536290323	0.1707018791
245	0.9536290323	0.1702265252
246	0.9536290323	0.1688557103
247	0.9536290323	0.1682665954
248	0.9536290323	0.1678557617
249	0.9536290323	0.166866537
250	0.9536290323	0.1662349809
251	0.9536290323	0.1653338571
252	0.9536290323	0.1647247686
253	0.9536290323	0.164281366
254	0.9536290323	0.1639669879
255	0.9536290323	0.1634964949
256	0.9536290323	0.1627026214
257	0.9556451613	0.1622961794
258	0.9556451613	0.1619005072
259	0.9556451613	0.1615470224
260	0.9556451613	0.1609647756
261	0.9556451613	0.1605379416
262	0.9556451613	0.1600820746
263	0.9556451613	0.1594429883
264	0.9556451613	0.1586552732
265	0.9556451613	0.1584886623
266	0.9556451613	0.1579301605
267	0.9556451613	0.1569181433
268	0.9556451613	0.1566648596
269	0.9556451613	0.1563305148
270	0.9556451613	0.1557975715
271	0.9556451613	0.155528263
272	0.9556451613	0.1554864386
273	0.9556451613	0.154990139
274	0.9576612903	0.1545546373
275	0.9576612903	0.1541115681
276	0.9576612903	0.1540514438
277	0.9576612903	0.1538543342
278	0.9556451613	0.1534308455
279	0.9616935484	0.1530369279
280	0.9637096774	0.1528387854
281	0.9616935484	0.152496518
282	0.9616935484	0.1523552376
283	0.9616935484	0.1520002951
284	0.9637096774	0.1513812587
285	0.9637096774	0.1511421056
286	0.9637096774	0.1505321208
287	0.9616935484	0.1500785254
288	0.9637096774	0.1496179306
289	0.9637096774	0.1486944166
290	0.9637096774	0.1482016415
291	0.9637096774	0.1478148731
292	0.9637096774	0.1475188018
293	0.9637096774	0.1473395071
294	0.9637096774	0.145955337
295	0.9637096774	0.1456895808
296	0.9677419355	0.1450728894
297	0.9677419355	0.1445171049
298	0.9677419355	0.1439856329
299	0.9677419355	0.1433670355
300	0.9677419355	0.1429632271
301	0.9677419355	0.1427534699
302	0.9677419355	0.1427242843
303	0.9677419355	0.1423733941
304	0.9677419355	0.1419867287
305	0.9677419355	0.1414131182
306	0.9677419355	0.1409278219
307	0.9677419355	0.1404209182
308	0.9677419355	0.1401296055
309	0.9677419355	0.1396959309
310	0.9677419355	0.1391990127
311	0.9677419355	0.1389968368
312	0.9677419355	0.1384596903
313	0.9677419355	0.1378339018
314	0.9677419355	0.1369526937
315	0.9677419355	0.1366287335
316	0.9677419355	0.1361935813
317	0.9697580645	0.1355959952
318	0.9697580645	0.1353747639
319	0.9697580645	0.134980336
320	0.9697580645	0.1345656872
321	0.9697580645	0.1342896566
322	0.9697580645	0.1341876902
323	0.9697580645	0.1339011195
324	0.9697580645	0.1335962907
325	0.9697580645	0.1333195935
326	0.9717741935	0.1329850069
327	0.9717741935	0.1323709377
328	0.9717741935	0.131776281
329	0.9717741935	0.1310368665
330	0.9717741935	0.1305924088
331	0.9737903226	0.1304252541
332	0.9737903226	0.1301041169
333	0.9758064516	0.1295681751
334	0.9758064516	0.1290381529
335	0.9778225806	0.128537526
336	0.9778225806	0.1281633511
337	0.9778225806	0.1279872535
338	0.9778225806	0.1273723488
339	0.9778225806	0.1270284169
340	0.9778225806	0.1268161469
341	0.9758064516	0.1264994596
342	0.9758064516	0.1261954331
343	0.9758064516	0.1258242931
344	0.9778225806	0.1255377083
345	0.9778225806	0.1247158679
346	0.9778225806	0.1243400957
347	0.9778225806	0.1240145551
348	0.9798387097	0.1238231314
349	0.9778225806	0.1236405718
350	0.9778225806	0.1233762947
351	0.9798387097	0.1230063378
352	0.9798387097	0.1227236865
353	0.9798387097	0.1221539283
354	0.9798387097	0.1218494932
355	0.9798387097	0.1211740633
356	0.9798387097	0.1206020363
357	0.9798387097	0.1203736016
358	0.9798387097	0.119591553
359	0.9798387097	0.1192524532
360	0.9798387097	0.1190378135
361	0.9798387097	0.1188084049
362	0.9798387097	0.118533707
363	0.9798387097	0.1180874597
364	0.9798387097	0.1178476982
365	0.9798387097	0.1176836066
366	0.9798387097	0.1174634482
367	0.9798387097	0.1172682284
368	0.9798387097	0.1170977073
369	0.9798387097	0.1169981126
370	0.9798387097	0.1166002327
371	0.9798387097	0.116220943
372	0.9798387097	0.1161632461
373	0.9798387097	0.1154699552
374	0.9798387097	0.1151284306
375	0.9798387097	0.1148072487
376	0.9798387097	0.1146726126
377	0.9798387097	0.1143188156
378	0.9798387097	0.1139677256
379	0.9798387097	0.1138104887
380	0.9798387097	0.1135281241
381	0.9798387097	0.1132154707
382	0.9798387097	0.1130880202
383	0.9798387097	0.1128651989
384	0.9798387097	0.1127946506
385	0.9798387097	0.1126645461
386	0.9798387097	0.112182449
387	0.9798387097	0.1117828454
388	0.9798387097	0.1114390913
389	0.9798387097	0.1112843002
390	0.9798387097	0.1109899701
391	0.9798387097	0.1105895056
392	0.9798387097	0.1102181628
393	0.9798387097	0.1100101523
394	0.9798387097	0.1098069374
395	0.9798387097	0.109578987
396	0.9798387097	0.1090784641
397	0.9798387097	0.1087386815
398	0.9798387097	0.1084535936
399	0.9798387097	0.1080721092
400	0.9798387097	0.1078714038
401	0.9798387097	0.1076649799
402	0.9798387097	0.1073551075
403	0.9798387097	0.1072879221
404	0.9798387097	0.107085592
405	0.9798387097	0.106988241
406	0.9798387097	0.1066993544
407	0.9798387097	0.1064887991
408	0.9798387097	0.1059148321
409	0.9798387097	0.1057973485
410	0.9798387097	0.1055127431
411	0.9798387097	0.1054386982
412	0.9798387097	0.1049727833
413	0.9798387097	0.104575658
414	0.9798387097	0.1043357161
415	0.9798387097	0.1038746254
416	0.9798387097	0.1032612557
417	0.9798387097	0.1030564965
418	0.9798387097	0.1027148124
419	0.9798387097	0.1026598592
420	0.9818548387	0.1024590979
421	0.9818548387	0.1022062208
422	0.9838709677	0.1021055029
423	0.9838709677	0.1019297375
424	0.9838709677	0.1017770321
425	0.9798387097	0.1016797814
426	0.9838709677	0.1014115415
427	0.9838709677	0.1009988573
428	0.9838709677	0.1008346984
429	0.9838709677	0.1007261122
430	0.9838709677	0.1005344059
431	0.9838709677	0.1004725013
432	0.9838709677	0.1003690248
433	0.9838709677	0.1002759496
434	0.9838709677	0.100149084
435	0.9838709677	0.09995661545
436	0.9838709677	0.09962237006
437	0.9838709677	0.09928733127
438	0.9838709677	0.09892613324
439	0.9838709677	0.09870413871
440	0.9838709677	0.09840241999
441	0.9838709677	0.09820371746
442	0.9858870968	0.0977381729
443	0.9838709677	0.09750655358
444	0.9838709677	0.09717142857
445	0.9858870968	0.09674990096
446	0.9858870968	0.09645678935
447	0.9858870968	0.09629367055
448	0.9858870968	0.09579087509
449	0.9879032258	0.09558343042
450	0.9879032258	0.09553186637
451	0.9879032258	0.09530316805
452	0.9879032258	0.09499270198
453	0.9879032258	0.09478524247
454	0.9858870968	0.09429544953
455	0.9858870968	0.09410059232
456	0.9858870968	0.09375640086
457	0.9858870968	0.09367094259
458	0.9858870968	0.09347969685
459	0.9858870968	0.09330428498
460	0.9858870968	0.09276212332
461	0.9858870968	0.09267181325
462	0.9858870968	0.09263004326
463	0.9858870968	0.09242928143
464	0.9858870968	0.0921775167
465	0.9858870968	0.09197357418
466	0.9858870968	0.09178745545
467	0.9858870968	0.09152359397
468	0.9858870968	0.09110653181
469	0.9858870968	0.090867296
470	0.9879032258	0.09061300891
471	0.9879032258	0.09050152431
472	0.9879032258	0.09039179164
473	0.9879032258	0.09025452522
474	0.9899193548	0.09002952372
475	0.9899193548	0.08972727506
476	0.9879032258	0.08955841902
477	0.9899193548	0.08945611376
478	0.9899193548	0.08936992708
479	0.9899193548	0.0892056072
480	0.9899193548	0.08896841605
481	0.9899193548	0.08875956254
482	0.9899193548	0.08845115214
483	0.9899193548	0.08814252771
484	0.9899193548	0.08784402095
485	0.9899193548	0.08770590508
486	0.9899193548	0.08739238085
487	0.9899193548	0.08718045518
488	0.9899193548	0.08672624878
489	0.9899193548	0.08648707392
490	0.9899193548	0.0863979594
491	0.9899193548	0.08606920268
492	0.9899193548	0.085924384
493	0.9899193548	0.08569178162
494	0.9899193548	0.08554178266
495	0.9899193548	0.08540661269
496	0.9899193548	0.08522900613
497	0.9899193548	0.08512361801
498	0.9899193548	0.08486559196
499	0.9899193548	0.08476574905
500	0.9899193548	0.08451282312
501	0.9899193548	0.08439994428
502	0.9899193548	0.08425232955
503	0.9899193548	0.08406262414
504	0.9899193548	0.08346337024
505	0.9899193548	0.0833714133
506	0.9899193548	0.08312032242
507	0.9899193548	0.08294494701
508	0.9899193548	0.08284585378
509	0.9899193548	0.08272187452
510	0.9899193548	0.08230010724
511	0.9899193548	0.08214472498
512	0.9899193548	0.08209704757
513	0.9899193548	0.0819769078
514	0.9899193548	0.08191091527
515	0.9899193548	0.08159568216
516	0.9899193548	0.08133409137
517	0.9899193548	0.08107633074
518	0.9899193548	0.08085916414
519	0.9899193548	0.08073112167
520	0.9899193548	0.08061744104
521	0.9899193548	0.08046126456
522	0.9899193548	0.08025742841
523	0.9899193548	0.08016053737
524	0.9899193548	0.08004195733
525	0.9899193548	0.07989589328
526	0.9919354839	0.07971695102
527	0.9919354839	0.0796641099
528	0.9919354839	0.0793388817
529	0.9939516129	0.07910269087
530	0.9939516129	0.07893228819
531	0.9939516129	0.07868265028
532	0.9939516129	0.07847335192
533	0.9939516129	0.07827063479
534	0.9939516129	0.07818385143
535	0.9939516129	0.07793472592
536	0.9939516129	0.07771454291
537	0.9939516129	0.07725106229
538	0.9939516129	0.07705700584
539	0.9939516129	0.07677371924
540	0.9939516129	0.07658263686
541	0.9939516129	0.07637925522
542	0.9939516129	0.07584122523
543	0.9939516129	0.07561366817
544	0.9939516129	0.07541554129
545	0.9939516129	0.07507352834
546	0.9939516129	0.07499168274
547	0.9939516129	0.07492729238
548	0.9939516129	0.07460260579
549	0.9939516129	0.07445079319
550	0.9939516129	0.07432645681
551	0.9939516129	0.07408666334
552	0.9939516129	0.07395188343
553	0.9939516129	0.07382968204
554	0.9939516129	0.07376770073
555	0.9939516129	0.0735123443
556	0.9939516129	0.07323718402
557	0.9939516129	0.07316666163
558	0.9939516129	0.07307098921
559	0.9939516129	0.07282443878
560	0.9939516129	0.07262519858
561	0.9939516129	0.0723705684
562	0.9939516129	0.07218645187
563	0.9939516129	0.07207562651
564	0.9939516129	0.07193199737
565	0.9939516129	0.07148533852
566	0.9939516129	0.07135240573
567	0.9939516129	0.0713030618
568	0.9939516129	0.07121944616
569	0.9939516129	0.07120183118
570	0.9939516129	0.07115642231
571	0.9939516129	0.07104335663
572	0.9939516129	0.0708570191
573	0.9939516129	0.0707694677
574	0.9939516129	0.07061519578
575	0.9939516129	0.07043143986
576	0.9939516129	0.07038966575
577	0.9939516129	0.07036806055
578	0.9939516129	0.07018906378
579	0.9939516129	0.0698206697
580	0.9939516129	0.06963717407
581	0.9939516129	0.06959521024
582	0.9939516129	0.06938232935
583	0.9939516129	0.06910908729
584	0.9939516129	0.06891179579
585	0.9939516129	0.0687744564
586	0.9939516129	0.06873425576
587	0.9939516129	0.06870342252
588	0.9939516129	0.0684768577
589	0.9939516129	0.06827218503
590	0.9939516129	0.06813599968
591	0.9939516129	0.06789552255
592	0.9939516129	0.06772186931
593	0.9939516129	0.06736188182
594	0.9939516129	0.0670693676
595	0.9939516129	0.06702635166
596	0.9939516129	0.06696350562
597	0.9939516129	0.06672188732
598	0.9939516129	0.0665786327
599	0.9939516129	0.06652138387
600	0.9939516129	0.06645817205
601	0.9939516129	0.06632107583
602	0.9939516129	0.06620981807
603	0.9939516129	0.06607522506
604	0.9939516129	0.06597875434
605	0.9939516129	0.06575296692
606	0.9939516129	0.06567642883
607	0.9939516129	0.06546891495
608	0.9939516129	0.0653990678
609	0.9939516129	0.06515833299
610	0.9939516129	0.06507096674
611	0.9939516129	0.06498793876
612	0.9939516129	0.06493312566
613	0.9939516129	0.06486758656
614	0.9939516129	0.06476363555
615	0.9939516129	0.06475074652
616	0.9939516129	0.06461463583
617	0.9939516129	0.06434941164
618	0.9939516129	0.06418209195
619	0.9939516129	0.06403571576
620	0.9939516129	0.06392180722
621	0.9939516129	0.06363005246
622	0.9939516129	0.06342653386
623	0.9939516129	0.06327128848
624	0.9939516129	0.06307628892
625	0.9939516129	0.06303322445
626	0.9939516129	0.06281634808
627	0.9939516129	0.06266228712
628	0.9939516129	0.06251225118
629	0.9939516129	0.06247964808
630	0.9939516129	0.06236122215
631	0.9939516129	0.06213599211
632	0.9939516129	0.06207224065
633	0.9939516129	0.06196381609
634	0.9959677419	0.06187040402
635	0.9959677419	0.0617581883
636	0.9959677419	0.06155042323
637	0.9959677419	0.06141839839
638	0.9959677419	0.0612686392
639	0.9959677419	0.06111091101
640	0.9959677419	0.06106851367
641	0.9959677419	0.06100923459
642	0.9959677419	0.06085020023
643	0.9959677419	0.06069404769
644	0.9959677419	0.06045345953
645	0.9959677419	0.06035915114
646	0.9959677419	0.06018384116
647	0.9959677419	0.06015710589
648	0.9959677419	0.05999731194
649	0.9959677419	0.05993941766
650	0.9959677419	0.0596068415
651	0.9959677419	0.05956305288
652	0.9959677419	0.0594469425
653	0.9959677419	0.05935291774
654	0.9959677419	0.05921915099
655	0.9959677419	0.05916034593
656	0.9959677419	0.05910620098
657	0.9959677419	0.0588945081
658	0.9959677419	0.05867089676
659	0.9959677419	0.05860249377
660	0.9959677419	0.05858515124
661	0.9959677419	0.05844991726
662	0.9959677419	0.05838107048
663	0.9959677419	0.05822300078
664	0.9959677419	0.05817586268
665	0.9959677419	0.05803135965
666	0.9959677419	0.05779987072
667	0.9959677419	0.05772738461
668	0.9959677419	0.05766738794
669	0.9959677419	0.05748631229
670	0.9959677419	0.05737525823
671	0.9959677419	0.05729428388
672	0.9959677419	0.0572366156
673	0.9959677419	0.05709770334
674	0.9959677419	0.05697202166
675	0.9959677419	0.05672357512
676	0.9959677419	0.05662333708
677	0.9959677419	0.05642573282
678	0.9959677419	0.05633683846
679	0.9959677419	0.05621199508
680	0.9959677419	0.05596850963
681	0.9959677419	0.05592274971
682	0.9959677419	0.05586086368
683	0.9959677419	0.05573309577
684	0.9959677419	0.05562960191
685	0.9959677419	0.05561113149
686	0.9959677419	0.05545232373
687	0.9959677419	0.05532384512
688	0.9959677419	0.05520994185
689	0.9959677419	0.05496208465
690	0.9959677419	0.05490839669
691	0.9959677419	0.05485437545
692	0.9959677419	0.05471435595
693	0.9959677419	0.05459835094
694	0.9959677419	0.0543965394
695	0.9959677419	0.05434773276
696	0.9959677419	0.05424397506
697	0.9959677419	0.05422204042
698	0.9959677419	0.05420797416
699	0.9959677419	0.05410660917
700	0.9959677419	0.05397134674
701	0.9959677419	0.05377413572
702	0.9959677419	0.05373178406
703	0.9959677419	0.05365228218
704	0.9959677419	0.05361068226
705	0.9959677419	0.05353025267
706	0.9959677419	0.0533852277
707	0.9959677419	0.05329953186
708	0.9959677419	0.05328432267
709	0.9959677419	0.05320667023
710	0.9959677419	0.05314641392
711	0.9959677419	0.05309530039
712	0.9959677419	0.05307370207
713	0.9959677419	0.05301966115
714	0.9959677419	0.05295075795
715	0.9959677419	0.05288801014
716	0.9959677419	0.05285839558
717	0.9959677419	0.05279945586
718	0.9959677419	0.05252834438
719	0.9959677419	0.05247526945
720	0.9959677419	0.05239761777
721	0.9959677419	0.05236373752
722	0.9959677419	0.05219155557
723	0.9959677419	0.05206479358
724	0.9959677419	0.05191921961
725	0.9959677419	0.0518503944
726	0.9959677419	0.05170940542
727	0.9959677419	0.051376754
728	0.9959677419	0.0511899241
729	0.9959677419	0.05105349482
730	0.9959677419	0.05100531067
731	0.9959677419	0.05090014063
732	0.9959677419	0.05084621797
733	0.9959677419	0.05083568707
734	0.9959677419	0.05071010145
735	0.9959677419	0.05042062495
736	0.9959677419	0.05023665323
737	0.9959677419	0.05013866366
738	0.9959677419	0.05008564486
739	0.9959677419	0.05006831526
740	0.9959677419	0.05000352422
741	0.9959677419	0.04996928875
742	0.9959677419	0.0499284891
743	0.9959677419	0.04969333962
744	0.9959677419	0.04960675339
745	0.9959677419	0.04946235629
746	0.9959677419	0.04937437916
747	0.9959677419	0.04931186143
748	0.9959677419	0.04926226826
749	0.9959677419	0.04917953584
750	0.9959677419	0.04911453957
751	0.9959677419	0.04904456311
752	0.9959677419	0.04897228919
753	0.9959677419	0.04894812395
754	0.9959677419	0.04882952308
755	0.9959677419	0.04857318409
756	0.9959677419	0.04844015284
757	0.9959677419	0.04839234765
758	0.9959677419	0.04829682123
759	0.9959677419	0.04820656357
760	0.9959677419	0.04815394638
761	0.9959677419	0.04803269079
762	0.9959677419	0.04792752757
763	0.9959677419	0.04781989594
764	0.9959677419	0.04772685916
765	0.9959677419	0.04762847452
766	0.9959677419	0.04755097648
767	0.9959677419	0.04751760825
768	0.9959677419	0.04748091714
769	0.9959677419	0.04740762237
770	0.9959677419	0.0473905669
771	0.9959677419	0.04733059319
772	0.9959677419	0.04727712513
773	0.9959677419	0.04716171252
774	0.9959677419	0.0471399202
775	0.9959677419	0.04711497506
776	0.9959677419	0.04700690191
777	0.9959677419	0.04688475908
778	0.9959677419	0.0468570674
779	0.9959677419	0.04667180939
780	0.9959677419	0.04650731596
781	0.9959677419	0.04630997402
782	0.9959677419	0.04613077404
783	0.9959677419	0.04608420558
784	0.9959677419	0.04605159182
785	0.9959677419	0.04604589749
786	0.9959677419	0.04596330817
787	0.9959677419	0.04588041501
788	0.9959677419	0.04573007536
789	0.9959677419	0.04571847085
790	0.9959677419	0.04562830844
791	0.9959677419	0.04550619317
792	0.9959677419	0.0454236414
793	0.9959677419	0.04531325489
794	0.9959677419	0.04519858393
795	0.9959677419	0.04516707036
796	0.9959677419	0.04513338169
797	0.9959677419	0.04510777931
798	0.9959677419	0.04503045994
799	0.9959677419	0.04497585617
800	0.9959677419	0.04480773288
801	0.9959677419	0.04470470726
802	0.9959677419	0.04463943145
803	0.9959677419	0.0445668885
804	0.9959677419	0.04454223507
805	0.9959677419	0.04441661216
806	0.9959677419	0.04436566463
807	0.9959677419	0.04433643842
808	0.9959677419	0.04419279893
809	0.9959677419	0.04413710122
810	0.9959677419	0.04406054168
811	0.9959677419	0.04397521293
812	0.9959677419	0.0439500894
813	0.9959677419	0.04392642847
814	0.9959677419	0.04387923621
815	0.9959677419	0.04384685715
816	0.9959677419	0.04375829879
817	0.9959677419	0.04353738633
818	0.9959677419	0.0434642778
819	0.9959677419	0.04321682627
820	0.9959677419	0.0431601809
821	0.9959677419	0.04309410165
822	0.9959677419	0.0430658357
823	0.9959677419	0.04299806062
824	0.9959677419	0.04289920645
825	0.9959677419	0.04284832119
826	0.9959677419	0.04257613364
827	0.9959677419	0.04242802659
828	0.9959677419	0.04227627519
829	0.9959677419	0.04218445464
830	0.9959677419	0.04208933038
831	0.9959677419	0.04205580489
832	0.9959677419	0.04199664653
833	0.9959677419	0.04192570739
834	0.9959677419	0.04189494736
835	0.9959677419	0.04183385041
836	0.9959677419	0.04176027805
837	0.9959677419	0.04169966448
838	0.9959677419	0.04166382254
839	0.9959677419	0.0416474128
840	0.9959677419	0.0415980015
841	0.9959677419	0.041572389
842	0.9959677419	0.04142722848
843	0.9959677419	0.04140830704
844	0.9959677419	0.04137113942
845	0.9959677419	0.04133310845
846	0.9959677419	0.04118981081
847	0.9959677419	0.04118118261
848	0.9959677419	0.04105337694
849	0.9959677419	0.04103186855
850	0.9959677419	0.04090675837
851	0.9959677419	0.04081942775
852	0.9959677419	0.04071265953
853	0.9959677419	0.04069363266
854	0.9959677419	0.04063789425
855	0.9959677419	0.04048391119
856	0.9959677419	0.04045629153
857	0.9959677419	0.04033092225
858	0.9959677419	0.04028818272
859	0.9959677419	0.04027316274
860	0.9959677419	0.04022044546
861	0.9959677419	0.04005562875
862	0.9959677419	0.03999921295
863	0.9959677419	0.03994189773
864	0.9959677419	0.03983323326
865	0.9959677419	0.03980091527
866	0.9959677419	0.03970401098
867	0.9959677419	0.03965370941
868	0.9959677419	0.0396000541
869	0.9959677419	0.03951593769
870	0.9959677419	0.03947964321
871	0.9959677419	0.03941262542
872	0.9959677419	0.03937237969
873	0.9959677419	0.03927399332
874	0.9959677419	0.03899011358
875	0.9959677419	0.03893228219
876	0.9959677419	0.03889591773
877	0.9959677419	0.03876978744
878	0.9959677419	0.03871763296
